filename,label,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_mean20
anime_1_0chunk.wav,anime,-90.81999969482422,89.50553894042969,-7.48719596862793,28.002685546875,6.205842971801758,14.08664608001709,2.545919895172119,8.94771671295166,-6.541732311248779,7.6138105392456055,-4.8636298179626465,2.2003579139709473,-7.186846733093262,1.9056135416030884,-9.403746604919434,1.5215176343917847,-8.467402458190918,0.09103327244520187,-6.409297466278076,2.049966335296631
anime_1_1chunk.wav,anime,5.894075870513916,76.56595611572266,-1.2563395500183105,32.627315521240234,11.678504943847656,14.686481475830078,-0.7933083176612854,16.87530517578125,-8.831242561340332,12.421913146972656,-5.639898777008057,3.928675889968872,-6.930721282958984,7.351765155792236,-7.480672836303711,6.2785139083862305,-9.580584526062012,2.744479179382324,-7.577725887298584,4.515102863311768
anime_1_2chunk.wav,anime,-28.186901092529297,80.61206817626953,-1.147879719734192,34.35691833496094,8.596144676208496,21.035654067993164,2.9324145317077637,17.88956642150879,-2.75647234916687,12.335837364196777,-6.626898765563965,6.411370277404785,-5.601395606994629,6.775960445404053,-8.432013511657715,4.468441486358643,-10.791168212890625,1.1297225952148438,-8.448637008666992,1.1203521490097046
anime_1_3chunk.wav,anime,10.475845336914062,81.53534698486328,-3.4376957416534424,32.4915885925293,9.000100135803223,15.302217483520508,-0.17868945002555847,17.96486473083496,-6.341125011444092,12.966812133789062,-6.0554423332214355,5.246906280517578,-7.279890060424805,8.323651313781738,-6.269280433654785,7.470677375793457,-9.762632369995117,2.1120529174804688,-8.470829010009766,2.560075521469116
anime_1_4chunk.wav,anime,-9.320080757141113,97.058349609375,-16.51011848449707,40.97047805786133,5.722227573394775,18.606937408447266,-0.3954216539859772,14.1881742477417,-4.693554401397705,9.869683265686035,-8.695924758911133,2.4868979454040527,-6.48555850982666,4.060474395751953,-8.09512996673584,6.258490085601807,-9.405692100524902,-1.9511620998382568,-9.146499633789062,-0.18680763244628906
anime_1_5chunk.wav,anime,-3.106473922729492,89.93045806884766,-5.674705982208252,32.899940490722656,8.148289680480957,18.330989837646484,1.263035774230957,16.81261444091797,-3.760382890701294,15.030630111694336,-3.927417278289795,5.964303493499756,-9.134133338928223,4.096593379974365,-8.434722900390625,6.1667962074279785,-7.833668231964111,3.1018288135528564,-6.425090312957764,2.9255311489105225
anime_1_6chunk.wav,anime,-28.340221405029297,70.38984680175781,-6.677358627319336,32.05831527709961,6.6460466384887695,17.175941467285156,-0.36340758204460144,14.679459571838379,-5.546091079711914,10.450889587402344,-6.537508487701416,5.289718151092529,-6.326933860778809,5.3735551834106445,-8.572590827941895,6.1097612380981445,-8.900520324707031,1.1221003532409668,-9.059590339660645,2.6065425872802734
anime_1_7chunk.wav,anime,-703.931884765625,104.99849700927734,-3.513667345046997,18.630483627319336,-2.982881546020508,-3.3498077392578125,-4.955620288848877,-8.849493980407715,-13.396641731262207,-4.304174900054932,-8.537858009338379,2.1889965534210205,-18.247194290161133,-0.6095964908599854,-13.004448890686035,-2.2191503047943115,-7.85030460357666,4.084034442901611,-3.6765942573547363,9.705313682556152
anime_1_8chunk.wav,anime,-653.4893188476562,99.23389434814453,-25.372940063476562,22.06242561340332,-6.511460304260254,-5.531100749969482,-0.8977791666984558,-13.679281234741211,-7.646563529968262,-7.205129146575928,-17.00122833251953,2.1430890560150146,-21.849809646606445,6.306332588195801,-17.31752586364746,-3.305176258087158,-6.29896354675293,6.2691240310668945,-0.6895800232887268,11.68020248413086
anime_2_0chunk.wav,anime,-283.72576904296875,102.5703125,-7.606931209564209,27.34938621520996,2.355092763900757,10.492569923400879,-4.286029815673828,5.035633563995361,-4.04439115524292,4.383686065673828,-1.685759425163269,3.569089889526367,-0.8734297156333923,3.3120601177215576,-2.6359410285949707,1.6216785907745361,-1.43254816532135,2.9385924339294434,-2.050783395767212,1.3600560426712036
anime_2_10chunk.wav,anime,-68.25080871582031,140.2941131591797,-25.740699768066406,35.538543701171875,4.841839790344238,9.327125549316406,-7.019723415374756,12.75549030303955,-3.687138319015503,7.5565361976623535,-0.7912538051605225,13.226232528686523,2.00536847114563,9.602690696716309,0.9092378616333008,5.749539852142334,-4.560400009155273,1.710959792137146,-5.251209735870361,6.218338489532471
